Language,Gloss,LexicalClass,Handshape,SelectedFingers.2.0,Flexion.2.0,Spread.2.0,ThumbPosition.2.0,sign type,Movement,Location,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape,UlnarRotation.2.0,Handshape change,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency
ASL,mock,v,35,ip,FullyOpen,NA,Closed,OneHanded,None,Head,CheekNose,NA,1,NA,0,35,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,horns,0,0.392,0.266,0.035,0,0.153
ASL,sweater_2,n,1,imrp,FullyClosed,NA,Closed,SymmetricalOrAlternating,Curved,Body,TorsoTop,TorsoBottom,1,1,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.005,0.233
ASL,boots_2,n,1,imrp,FullyClosed,NA,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,1,1,0,49,OneHanded,Straight,0,Arm,ForearmBack,NA,1,NA,0,0.345,0.363,0.363,0,0.457
ASL,teacher,n,2,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0,2,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.266,0.066,0.178,0.457
ASL,actor,n,3,t,NA,NA,Open,SymmetricalOrAlternating,Circular,Body,TorsoTop,BodyAway,1,3,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.094,0.032,0.045,0.076
ASL,mountain,n,3,t,NA,NA,Open,AsymmetricalSameHandshape,Straight,Hand,PalmBack,NA,1,3,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.059,0.25,0.024,0,0.457
ASL,scientist,n,3,t,NA,NA,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,3,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0.426,0.076
ASL,mechanic_1,n,28,im,FullyOpen,1,Closed,AsymmetricalDifferentHandshape,Curved,Hand,Other,NA,1,7,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.025,0,0.233
ASL,electrician,n,9,i,Bent,NA,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,1,9,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0,0.457
ASL,director,n,25,i,Bent,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,25,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0.426,0.457
ASL,players,n,34,p,FullyOpen,NA,Open,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,34,1,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0,0.153
ASL,document,n,2,imrp,Curved,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,NA,1,49,0,49,AsymmetricalDifferentHandshape,Straight,NA,Hand,Palm,NA,1,B,0,0.175,0.25,0.077,0,0.457
ASL,surgeon,n,3,t,NA,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerFront,Palm,1,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.015,0.025,0.457
ASL,hand_soap,v,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,None,Hand,HandAway,HandAway,0,49,0,49,AsymmetricalSameHandshape,Circular,NA,Hand,Palm,Palm,1,open_b,0,0.175,0.25,0.035,0.155,0.153
ASL,lawyer,n,8,i,FullyOpen,NA,Open,AsymmetricalDifferentHandshape,Curved,Hand,FingerFront,Palm,1,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.015,0.025,0.233
ASL,pay_off_bills,v,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,49,0,49,AsymmetricalSameHandshape,Straight,NA,Hand,Palm,HandAway,1,open_b,0,0.175,0.25,0.077,0.155,0.457
ASL,holy,adj,19,im,FullyOpen,0,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Palm,NA,1,49,0,49,AsymmetricalSameHandshape,Straight,NA,Hand,Palm,FingerFront,1,open_b,0,0.175,0.25,0.077,0,0.457
ASL,astronaut,n,23,im,Crossed,0,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.077,0.155,0.457
ASL,dancer,n,28,im,FullyOpen,1,Closed,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.035,0.155,0.457
ASL,psychologist,n,49,imrp,FullyOpen,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,NA,1,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.035,0,0.457
ASL,counselor,n,51,imrp,Flat,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.024,0.155,0.457
ASL,accountant,n,99,i,Curved,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,NA,1,49,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.175,0.25,0.077,0,0.457
ASL,mosquito,n,99,i,Curved,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,NA,1,49,0,49,OneHanded,Straight,NA,Hand,PalmBack,NA,1,NA,0,0.175,0.25,0.024,0,0.457
ASL,visitor,n,64,im,Stacked,NA,Open,SymmetricalOrAlternating,Circular,Head,Eye,HeadAway,1,64,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.266,0.016,0.178,0.076
ASL,supervisor,n,64,im,Stacked,NA,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,1,64,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0.426,0.076
ASL,bedroom,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,None,Head,Other,NA,1,65,0,49,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,open_b,0,0.345,0.266,0.025,0,0.153
ASL,dont_know,v,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,None,Head,Forehead,NA,1,65,0,49,SymmetricalOrAlternating,None,NA,Head,HeadAway,NA,0,open_b,0,0.345,0.266,0.039,0,0.153
ASL,peace,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,65,1,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0.426,0.233
ASL,waiter,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,65,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.345,0.363,0.363,0.426,0.457
ASL,locker,n,19,im,FullyOpen,0,Closed,DominanceViolation,Straight,Hand,FingerBack,NA,1,DominanceConditionViolation,0,49,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,0.023,0.25,0.019,0,0.457
ASL,engineer,n,34,p,FullyOpen,NA,Open,DominanceViolation,None,Hand,FingerTip,NA,1,DominanceConditionViolation,1,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.023,0.25,0.023,0,0.153
ASL,interpreter,n,99,i,Curved,NA,Open,DominanceViolation,None,Hand,FingerTip,NA,1,DominanceConditionViolation,1,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.023,0.25,0.023,0,0.153
ASL,breakfast_1,n,2,imrp,Curved,0,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,49,OneHanded,Straight,NA,Neutral,Neutral,Neutral,0,NA,0,0.392,0.266,0.046,0,0.457
ASL,dining_room,n,2,imrp,Curved,0,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,49,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,open_b,0,0.392,0.266,0.046,0,0.457
ASL,learn_lesson,v,2,imrp,Curved,0,Open,OneHanded,Straight,Head,Forehead,NA,1,NA,0,49,OneHanded,Straight,NA,Head,Forehead,NA,1,NA,0,0.392,0.266,0.039,0,0.457
ASL,lunch_2,n,2,imrp,Curved,0,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,49,OneHanded,None,NA,Neutral,Neutral,NA,0,NA,0,0.392,0.266,0.046,0,0.457
ASL,handsome_1,adj,7,i,FullyOpen,NA,Closed,OneHanded,Circular,Head,HeadAway,HeadAway,0,NA,0,49,AsymmetricalSameHandshape,Straight,NA,Hand,Palm,FingerFront,1,open_b,0,0.392,0.266,0.066,0.178,0.076
ASL,freak_out,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,49,AsymmetricalDifferentHandshape,None,NA,Hand,FingerFront,Palm,1,B,0,0.392,0.266,0.039,0,0.153
ASL,humble,adj,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,49,AsymmetricalSameHandshape,Curved,NA,Hand,HandAway,HandAway,0,open_b,0,0.392,0.266,0.046,0,0.153
ASL,plain,adj,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,49,AsymmetricalSameHandshape,Straight,NA,Hand,Palm,FingerFront,1,open_b,0,0.392,0.266,0.046,0,0.153
ASL,tend_your,v,13,m,Flat,NA,Open,OneHanded,Straight,Body,Clavicle,NA,1,NA,0,49,OneHanded,Straight,NA,Neutral,Neutral,Neutral,0,NA,0,0.392,0.094,0.017,0,0.457
ASL,river,n,38,p,Flat,NA,Open,OneHanded,Straight,Head,Chin,NA,1,NA,0,49,SymmetricalOrAlternating,BackAndForth,NA,Neutral,Neutral,Neutral,0,open_b,0,0.392,0.266,0.037,0,0.457
ASL,son,n,48,imrp,FullyOpen,0,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,49,OneHanded,None,NA,Arm,ElbowFront,NA,1,NA,0,0.392,0.266,0.039,0,0.153
ASL,foreigner_1,n,49,imrp,FullyOpen,0,Open,OneHanded,Circular,Arm,ForearmUlnar,ForearmUlnar,1,NA,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.392,0.026,0.006,0.002,0.076
ASL,living_room,n,57,imrp,FullyOpen,1,Open,OneHanded,Curved,Body,TorsoTop,BodyAway,1,NA,0,49,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,open_b,0,0.392,0.094,0.032,0.045,0.233
ASL,foreigner_2,n,99,i,Curved,NA,Open,OneHanded,Circular,Arm,ForearmUlnar,ForearmUlnar,1,NA,0,49,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,0.392,0.026,0.006,0.002,0.076
ASL,bee_2,n,99,i,Curved,NA,Open,OneHanded,None,Head,CheekNose,NA,1,NA,0,49,OneHanded,Straight,NA,Head,CheekNose,NA,1,NA,0,0.392,0.266,0.035,0,0.153
ASL,preacher,n,99,i,Curved,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,49,OneHanded,Straight,NA,Neutral,Neutral,Neutral,0,NA,0,0.392,0.363,0.363,0.426,0.457
ASL,sweatshirt,n,58,imrp,Curved,1,Closed,SymmetricalOrAlternating,Straight,Head,Forehead,HeadAway,1,58,0,50,SymmetricalOrAlternating,Curved,NA,Body,TorsoTop,Waist,1,flat_b,0,0.345,0.266,0.039,0.178,0.457
ASL,autism_1,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Head,CheekNose,HeadAway,1,65,0,50,SymmetricalOrAlternating,Straight,NA,Body,TorsoTop,NA,1,flat_b,0,0.345,0.266,0.035,0.178,0.457
ASL,box,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,65,0,50,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,flat_b,0,0.345,0.363,0.363,0,0.153
ASL,room,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,0,65,0,50,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,NA,0,flat_b,0,0.345,0.363,0.363,0,0.457
ASL,sandwich_4,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,65,0,50,SymmetricalOrAlternating,Straight,0,Head,Mouth,NA,1,flat_b,0,0.345,0.363,0.363,0.426,0.457
ASL,village,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,65,0,50,SymmetricalOrAlternating,None,1,Neutral,Neutral,Neutral,1,flat_b,1,0.345,0.363,0.363,0.426,0.457
ASL,dinner_1,n,2,imrp,Curved,0,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,50,AsymmetricalSameHandshape,None,NA,Hand,FingerRadial,NA,1,flat_b,0,0.392,0.266,0.046,0,0.457
ASL,expect,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,50,SymmetricalOrAlternating,None,NA,Head,HeadAway,NA,0,flat_b,0,0.392,0.266,0.039,0,0.153
ASL,hope,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,50,SymmetricalOrAlternating,None,NA,Head,HeadAway,NA,0,flat_b,0,0.392,0.266,0.039,0,0.153
ASL,not_interested,adj,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,CheekNose,NA,1,NA,0,50,AsymmetricalSameHandshape,Straight,NA,Hand,FingerRadial,NA,1,flat_b,0,0.392,0.266,0.035,0,0.153
ASL,desert,n,7,i,FullyOpen,NA,Closed,OneHanded,Straight,Head,Chin,HeadAway,1,NA,0,50,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,flat_b,0,0.392,0.266,0.037,0.178,0.457
ASL,playground,n,34,p,FullyOpen,NA,Open,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,34,1,51,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,flat_o,0,0.345,0.363,0.363,0,0.153
ASL,buy,v,51,imrp,Flat,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,NA,1,49,0,51,AsymmetricalDifferentHandshape,Curved,NA,Neutral,Neutral,Neutral,0,NA,0,0.175,0.25,0.077,0,0.457
ASL,learn,v,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,None,Hand,Palm,NA,1,49,0,51,OneHanded,Straight,NA,Head,Forehead,NA,1,NA,0,0.175,0.25,0.077,0,0.153
ASL,student,n,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,None,Hand,Palm,NA,1,49,0,51,OneHanded,None,NA,Head,HeadAway,NA,0,NA,0,0.175,0.25,0.077,0,0.153
ASL,pillow,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,None,Head,Other,NA,1,65,0,51,SymmetricalOrAlternating,Straight,NA,Head,HeadAway,HeadAway,0,flat_o,0,0.345,0.266,0.025,0,0.153
ASL,flashlight_3,n,14,m,Curved,NA,Open,OneHanded,None,Head,Chin,NA,1,NA,0,51,OneHanded,None,0,Neutral,Neutral,NA,0,NA,0,0.392,0.266,0.037,0,0.153
ASL,smell_money,v,49,imrp,FullyOpen,0,Open,OneHanded,Curved,Head,HeadAway,HeadAway,0,NA,0,51,OneHanded,None,NA,Neutral,Neutral,NA,0,NA,0,0.392,0.266,0.066,0.178,0.233
ASL,feed_1,v,51,imrp,Flat,0,Open,OneHanded,None,Head,Mouth,NA,1,NA,0,51,AsymmetricalSameHandshape,Straight,NA,Neutral,Neutral,Neutral,0,flat_o,0,0.392,0.266,0.046,0,0.153
ASL,kiss_2,n,51,imrp,Flat,0,Open,OneHanded,None,Head,Mouth,NA,1,NA,0,51,AsymmetricalSameHandshape,None,NA,Hand,FingerTip,NA,1,flat_o,0,0.392,0.266,0.046,0,0.153
ASL,white_person,adj,57,imrp,Flat,1,Open,OneHanded,Straight,Body,TorsoTop,BodyAway,1,NA,0,51,OneHanded,None,NA,Head,HeadAway,NA,0,NA,0,0.392,0.094,0.032,0.045,0.457
ASL,bathtub,n,3,t,NA,NA,Open,SymmetricalOrAlternating,Curved,Body,TorsoTop,TorsoMid,1,3,0,54,SymmetricalOrAlternating,Curved,NA,Neutral,Neutral,Neutral,1,c,1,0.345,0.094,0.032,0.01,0.233
ASL,stay_awake_24hrs,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,None,Head,Eye,NA,1,54,0,54,SymmetricalOrAlternating,Circular,NA,Neutral,Neutral,Neutral,0,c,0,0.345,0.266,0.016,0,0.153
ASL,senior_citizen,n,1,imrp,FullyClosed,NA,Closed,OneHanded,Straight,Head,Chin,Chin,1,NA,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0.012,0.457
ASL,believe,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,54,AsymmetricalSameHandshape,Straight,NA,Hand,Palm,NA,1,c,0,0.392,0.266,0.039,0,0.153
ASL,glass_2,n,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,54,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,HandAway,1,B,0,0.392,0.266,0.046,0,0.153
ASL,ice,n,17,p,FullyOpen,NA,Closed,OneHanded,None,Neutral,Neutral,NA,0,NA,0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,believe_2,v,54,imrp,Curved,0,Open,OneHanded,None,Head,Forehead,NA,1,NA,0,54,AsymmetricalSameHandshape,Straight,NA,Neutral,Neutral,Neutral,1,c,0,0.392,0.266,0.039,0,0.153
ASL,husband,n,54,imrp,Curved,0,Open,OneHanded,None,Head,Forehead,NA,1,NA,0,54,AsymmetricalSameHandshape,None,NA,Hand,Palm,NA,1,c,0,0.392,0.266,0.039,0,0.153
ASL,picture,n,54,imrp,Curved,0,Open,OneHanded,None,Head,Eye,NA,1,NA,0,54,AsymmetricalDifferentHandshape,None,NA,Hand,Palm,NA,1,B,0,0.392,0.266,0.016,0,0.153
ASL,wife,n,54,imrp,Curved,0,Open,OneHanded,None,Head,Chin,NA,1,NA,0,54,AsymmetricalSameHandshape,None,NA,Hand,Palm,NA,1,c,0,0.392,0.266,0.037,0,0.153
ASL,february,name,99,i,Curved,NA,Open,OneHanded,None,Neutral,Neutral,NA,0,NA,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,snowman,n,2,imrp,Curved,0,Open,SymmetricalOrAlternating,None,Body,Clavicle,NA,1,2,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,5,0,0.345,0.094,0.017,0,0.153
ASL,snowsuit,n,2,imrp,Curved,0,Open,SymmetricalOrAlternating,None,Body,Clavicle,NA,1,2,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,5,0,0.345,0.094,0.017,0,0.153
ASL,let_know,v,2,imrp,Curved,0,Open,SymmetricalOrAlternating,None,Head,Forehead,NA,0,2,0,57,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,5,0,0.345,0.266,0.039,0,0.153
ASL,bless,v,3,t,NA,NA,Open,SymmetricalOrAlternating,None,Head,Mouth,NA,1,3,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,5,0,0.345,0.266,0.046,0,0.153
ASL,everything,minor,3,t,NA,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,3,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,5,0,0.345,0.363,0.363,0.426,0.457
ASL,without,minor,3,t,NA,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,3,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,5,0,0.345,0.363,0.363,0.426,0.457
ASL,roast,v,7,i,FullyOpen,NA,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,7,0,57,OneHanded,Circular,NA,Neutral,Neutral,Neutral,0,NA,0,0.345,0.363,0.363,0.426,0.076
ASL,blow_candle_1,v,51,imrp,Flat,0,Open,AsymmetricalDifferentHandshape,None,Head,Mouth,NA,1,7,0,57,AsymmetricalDifferentHandshape,None,0,Hand,HandAway,NA,0,1,0,0.175,0.266,0.046,0,0.153
ASL,grandparents,n,57,imrp,FullyOpen,1,Open,SymmetricalOrAlternating,None,Head,Chin,NA,1,57,0,57,SymmetricalOrAlternating,None,NA,Head,HeadAway,NA,0,5,0,0.345,0.266,0.037,0,0.153
ASL,ocean,n,57,imrp,FullyOpen,1,Open,SymmetricalOrAlternating,None,Head,Chin,NA,1,57,0,57,SymmetricalOrAlternating,BackAndForth,NA,Neutral,Neutral,Neutral,0,5,0,0.345,0.266,0.037,0,0.153
ASL,sunday_2,name,13,m,Flat,NA,Open,DominanceViolation,Straight,Hand,PalmBack,NA,1,DominanceConditionViolation,0,57,SymmetricalOrAlternating,None,NA,Neutral,Neutral,NA,0,5,0,0.023,0.25,0.024,0,0.457
ASL,dice,v,1,imrp,FullyClosed,NA,Closed,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,57,OneHanded,Straight,NA,Neutral,Neutral,Neutral,0,NA,0,0.392,0.363,0.363,0.426,0.457
ASL,gamble,v,1,imrp,FullyClosed,NA,Closed,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,57,OneHanded,Straight,NA,Neutral,Neutral,Neutral,0,NA,0,0.392,0.363,0.363,0.426,0.457
ASL,backyard,n,3,t,NA,NA,Open,OneHanded,Straight,Body,BodyAway,BodyAway,0,NA,0,57,OneHanded,Circular,NA,Neutral,Neutral,Neutral,0,NA,0,0.392,0.094,0.016,0.045,0.457
ASL,woman_2,n,3,t,NA,NA,Open,OneHanded,None,Head,Chin,NA,1,NA,0,57,OneHanded,None,0,Body,TorsoTop,NA,1,NA,0,0.392,0.266,0.037,0,0.153
ASL,bleed,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,57,AsymmetricalSameHandshape,Straight,NA,Hand,FingerBack,Away,1,5,0,0.392,0.266,0.046,0,0.153
ASL,blood,n,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,57,AsymmetricalDifferentHandshape,Straight,NA,Hand,FingerBack,Away,1,B,0,0.392,0.266,0.046,0,0.153
ASL,dedicate_1,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,57,AsymmetricalDifferentHandshape,None,NA,Hand,FingerRadial,NA,1,S,0,0.392,0.266,0.046,0,0.153
ASL,promise,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Mouth,NA,1,NA,0,57,AsymmetricalDifferentHandshape,Straight,NA,Hand,FingerRadial,NA,1,S,0,0.392,0.266,0.046,0,0.153
ASL,temper_blow_up,v,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,57,AsymmetricalDifferentHandshape,BackAndForth,NA,Hand,FingerRadial,HandAway,1,S,0,0.392,0.266,0.039,0,0.153
ASL,shocked,adj,7,i,FullyOpen,NA,Closed,OneHanded,None,Head,Forehead,NA,1,NA,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,flatspread_5,0,0.392,0.266,0.039,0,0.153
ASL,dont_care,v,51,imrp,Flat,0,Open,OneHanded,None,Head,CheekNose,NA,1,NA,0,57,OneHanded,None,NA,Neutral,Neutral,NA,0,NA,0,0.392,0.266,0.035,0,0.153
ASL,snow,n,57,imrp,Flat,1,Open,OneHanded,Straight,Body,TorsoTop,BodyAway,1,NA,0,57,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,5,0,0.392,0.094,0.032,0.045,0.457
ASL,grandfather,n,57,imrp,FullyOpen,1,Open,OneHanded,None,Head,Forehead,NA,1,NA,0,57,OneHanded,None,NA,Head,HeadAway,NA,0,NA,0,0.392,0.266,0.039,0,0.153
ASL,grandmother,n,57,imrp,FullyOpen,1,Open,OneHanded,None,Head,Chin,NA,0,NA,0,57,OneHanded,None,NA,Head,HeadAway,NA,0,NA,0,0.392,0.266,0.037,0,0.153
ASL,man,n,57,imrp,FullyOpen,1,Open,OneHanded,None,Head,Forehead,NA,1,NA,0,57,OneHanded,None,NA,Body,TorsoTop,NA,1,NA,0,0.392,0.266,0.039,0,0.153
ASL,parents,n,57,imrp,FullyOpen,1,Open,OneHanded,None,Head,Chin,NA,1,NA,0,57,OneHanded,None,NA,Head,Forehead,NA,1,NA,0,0.392,0.266,0.037,0,0.153
ASL,woman,n,57,imrp,FullyOpen,1,Open,OneHanded,Straight,Head,Chin,NA,1,NA,0,57,OneHanded,Straight,NA,Body,TorsoTop,NA,1,NA,0,0.392,0.266,0.037,0,0.457
ASL,shirt,n,99,i,Curved,NA,Open,OneHanded,Straight,Body,TorsoTop,NA,1,NA,0,57,SymmetricalOrAlternating,Straight,NA,Body,TorsoTop,TorsoBottom,1,5,0,0.392,0.094,0.032,0,0.457
ASL,light_candle,v,25,i,Bent,NA,Open,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1,49,1,59,AsymmetricalDifferentHandshape,None,1,Hand,FingerTip,NA,1,1,0,0.175,0.25,0.077,0.155,0.233
ASL,secretary,n,64,im,Stacked,NA,Open,OneHanded,None,Head,Mouth,NA,1,NA,0,59,AsymmetricalDifferentHandshape,Straight,NA,Hand,Palm,HandAway,1,B,0,0.392,0.266,0.046,0,0.153
ASL,opportunity,n,2,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,2,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,babysitter,n,49,imrp,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,65,0,64,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,1,p,0,0.345,0.363,0.363,0.426,0.457
ASL,ok,minor,2,imrp,Curved,0,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,64,NA,NA,NA,NA,NA,NA,NA,NA,0,0.392,0.363,0.363,0.426,0.457
ASL,april,name,3,t,NA,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
