sign_id,Language,Gloss,LexcialClass,sign_category,sign type,non_manual,Handshape,Selected Hand Parts,Location,Movement,Movement old,Handshape change,NonDominantHandshape
HKG_007_a_0008b,HKG - Hong Kong,HERE,postp,Monomorphemic,OneHanded,N,7,I:Tip,---,Other,"Uni,Dir:to(Y)",---,---
HKG_007_a_0009,HKG - Hong Kong,FLOOR,n,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:to(Y)",---,---
HKG_007_a_0010,HKG - Hong Kong,ENTER THE HELL,v,Bimorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:to(Y)",---,---
HKG_007_a_0011,HKG - Hong Kong,GUIDE,v:agr,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:fr(X)",9,---
HKG_007_a_0011a,HKG - Hong Kong,SEDUCE,v:agr,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:fr(X)",9,---
HKG_007_a_0011b,HKG - Hong Kong,GUIDE,v:agr,Monomorphemic,OneHanded,N,7,I:Tip,---,BackAndForth,"Str,Rep,Dir:fr(X)",9,---
HKG_007_a_0011c,HKG - Hong Kong,COMING SOON,v:agr,Monomorphemic,OneHanded,N,7,I:Tip,---,BackAndForth,"Str,Rep,Dir:fr(X)",9,---
HKG_007_a_0012,HKG - Hong Kong,SUBTRACT,v,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:fr(Z)",---,---
HKG_007_a_0013,HKG - Hong Kong,SET OFF,v,Monomorphemic,OneHanded,N,7,I:Fr,---,None,---,---,---
HKG_007_a_0014,HKG - Hong Kong,YOU,pron,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:to(X)",---,---
HKG_007_a_0015,HKG - Hong Kong,HE,pron,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:fr(Z)",---,---
HKG_007_a_0016,HKG - Hong Kong,YOU (PLURAL),pron,Bimorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:to(X)",---,---
HKG_007_a_0017,HKG - Hong Kong,THEY,pron,Bimorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Dir:to(X)",---,---
HKG_007_a_0018b,HKG - Hong Kong,SPRING,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0019,HKG - Hong Kong,QUESTION MARK,que,Monomorphemic,OneHanded,N,7,I:Tip,---,Other,Trace;Arc>Str,---,---
HKG_007_a_0020,HKG - Hong Kong,A TURN GOES FROM (A) TO (B),v:agr,Monomorphemic,OneHanded,N,7,I:Tip,---,,"Arc,Trace",---,---
HKG_007_a_0021,HKG - Hong Kong,ONE BY ONE,adv,Monomorphemic,OneHanded,N,7,I:Tip,---,Straight,"Str,Trace",---,---
HKG_007_a_0022a,HKG - Hong Kong,WHAT,interpron,Monomorphemic,OneHanded,N,7,I:Fr,---,None,---,---,---
HKG_007_a_0022b,HKG - Hong Kong,HOW,interpron,Monomorphemic,OneHanded,N,7,I:Fr,---,None,---,---,---
HKG_007_a_0022c,HKG - Hong Kong,Who,que,Monomorphemic,OneHanded,N,7,---,Face,None,---,---,---
HKG_007_a_0023,HKG - Hong Kong,ANY,det,Monomorphemic,OneHanded,N,7,I:Fr,---,Straight,"Str,Trace",---,---
HKG_007_a_0024,HKG - Hong Kong,CHECK THE BILL,v,Monomorphemic,OneHanded,N,7,I:Tip,---,Other,Trace,---,---
HKG_007_a_0025a,HKG - Hong Kong,INSECT,n,Monomorphemic,OneHanded,N,7,I:Fr,---,Straight,"Str,Trace",9,---
HKG_007_a_0025b,HKG - Hong Kong,GERM,n,Monomorphemic,OneHanded,N,7,I:Fr,---,Straight,"Str,Trace",9,---
HKG_007_a_0026a,HKG - Hong Kong,ROTATE,v,Monomorphemic,OneHanded,N,7,I:Tip,---,None,---,---,---
HKG_007_a_0026b,HKG - Hong Kong,REVOLVE,v,Monomorphemic,OneHanded,N,7,I:Tip,---,Circular,"Cir,Rep",---,---
HKG_007_a_0027a,HKG - Hong Kong,LAST,adj,Monomorphemic,OneHanded,N,7,Palm:He,Head,Straight,"Str,Dir:fr(Y)",---,---
HKG_007_a_0027b,HKG - Hong Kong,SKY,n,Monomorphemic,OneHanded,N,7,Palm:He,Head,Straight,"Str,Dir:fr(Y)",---,---
HKG_007_a_0028,HKG - Hong Kong,SMALLPOX,n,Bimorphemic,OneHanded,N,7,Palm:He,Head,Straight,"Str,Dir:fr(Y)",---,---
HKG_007_a_0029,HKG - Hong Kong,CEILING FAN,n,Monomorphemic,OneHanded,N,7,Palm:He,Head,Other,Trace,---,---
HKG_007_a_0030,HKG - Hong Kong,BRAIN,n,Monomorphemic,OneHanded,N,7,I:Tip,Head,None,---,---,---
HKG_007_a_0031,HKG - Hong Kong,THINK,v,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,Straight,"Str,Dir:fr(XB)",---,---
HKG_007_a_0032,HKG - Hong Kong,KNOW,v,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0033,HKG - Hong Kong,PONDER,v,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0034,HKG - Hong Kong,KNOWN TO EVERYONE,adj,Bimorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0035,HKG - Hong Kong,FEVER,v,Bimorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0036a,HKG - Hong Kong,WANT,v,Bimorphemic,OneHanded,N,7,I:Tip,Clavicle,None,---,---,---
HKG_007_a_0036b,HKG - Hong Kong,WANT,v,Bimorphemic,OneHanded,N,7,I:Tip,Clavicle,None,---,---,---
HKG_007_a_0038,HKG - Hong Kong,INTEND,v,Bimorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0039,HKG - Hong Kong,HABIT,n,Bimorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0040,HKG - Hong Kong,TOMORROW,adv,Monomorphemic,OneHanded,N,7,I:Rad,Forehead,Curved,"Arc,Dir:fr(XB)",---,---
HKG_007_a_0041,HKG - Hong Kong,NEXT YEAR,adv,Bimorphemic,OneHanded,N,7,I:Rad,Forehead,Curved,"Arc,Dir:fr(XB)",---,---
HKG_007_a_0042,HKG - Hong Kong,INDULGE IN,v,Bimorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0043,HKG - Hong Kong,REALIZE (ONE'S FAULT),v,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0044,HKG - Hong Kong,IMAGINE,v,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0046,HKG - Hong Kong,BLACK,adj,Monomorphemic,OneHanded,N,7,I:Rad,Head,BackAndForth,"Bi,Trace",---,---
HKG_007_a_0047,HKG - Hong Kong,SOY SAUCE,n,Bimorphemic,OneHanded,N,7,I:Rad,Head,BackAndForth,"Bi,Trace",---,---
HKG_007_a_0048,HKG - Hong Kong,APPEARANCE,n,Monomorphemic,OneHanded,N,7,I:Tip,Face,None,---,---,---
HKG_007_a_0049,HKG - Hong Kong,EYE,n,Monomorphemic,OneHanded,N,7,I:Tip,Eye,None,---,---,---
HKG_007_a_0050,HKG - Hong Kong,SHORT-SIGHTED,adj,Bimorphemic,OneHanded,N,7,I:Tip,Eye,None,---,---,---
HKG_007_a_0051,HKG - Hong Kong,BLURRED (VISION),adj,Bimorphemic,OneHanded,N,7,I:Tip,Eye,None,---,---,---
HKG_007_a_0052,HKG - Hong Kong,NOSE,n,Monomorphemic,OneHanded,N,7,I:Tip,Nose,None,---,---,---
HKG_007_a_0053,HKG - Hong Kong,IMPOLITE,adj,Monomorphemic,OneHanded,N,7,I:Rad,Nose,Straight,"Str,Trace",---,---
HKG_007_a_0054,HKG - Hong Kong,PLASTIC,n,Monomorphemic,OneHanded,N,7,I:Rad,Nose,None,---,9,---
HKG_007_a_0055,HKG - Hong Kong,PLASTIC PIPE,n,Bimorphemic,OneHanded,N,7,I:Rad,Nose,None,---,9,---
HKG_007_a_0056,HKG - Hong Kong,SCAR (ON FACE),n,Monomorphemic,OneHanded,N,7,I:Tip,Cheek,Straight,"Str,Trace",---,---
HKG_007_a_0057a,HKG - Hong Kong,ONE WEEK,n,Monomorphemic,OneHanded,N,7,I:Rad,Cheek,Straight,"Str,Trace",---,---
HKG_007_a_0057b,HKG - Hong Kong,WEEK,n,Monomorphemic,OneHanded,N,7,I:Rad,Cheek,Straight,"Str,Trace",---,---
HKG_007_a_0058a,HKG - Hong Kong,ASHAMED,adj,Monomorphemic,OneHanded,N,7,I:Fr,Ear,BackAndForth,"Str,Rep,Uni,BrushCon",---,---
HKG_007_a_0058b,HKG - Hong Kong,SHY,adj,Monomorphemic,OneHanded,N,7,I:Rad,Cheek,Other,"Uni,BrushCon",---,---
HKG_007_a_0059,HKG - Hong Kong,LISTEN TO MUSIC,v,Bimorphemic,OneHanded,N,7,I:Fr,Ear,None,---,---,---
HKG_007_a_0060,HKG - Hong Kong,MOUTH,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,Circular,Clock,---,---
HKG_007_a_0061,HKG - Hong Kong,TOOTH,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0062,HKG - Hong Kong,TONGUE,n,Monomorphemic,OneHanded,N,7,I:Tip,Tongue,None,---,---,---
HKG_007_a_0063,HKG - Hong Kong,COCA-COLA,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,Other,Trace,---,---
HKG_007_a_0064,HKG - Hong Kong,BRUSH (ONE'S) TEETH,v,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,BackAndForth,"Bi,Pivot,Trace",---,---
HKG_007_a_0065,HKG - Hong Kong,WINE,n,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,Other,Trace,---,---
HKG_007_a_0066,HKG - Hong Kong,NOSY,adj,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,Straight,"Str,Trace",---,---
HKG_007_a_0067,HKG - Hong Kong,STORY,n,Bimorphemic,OneHanded,N,7,I:Tip,Mouth,Other,Trace,---,---
HKG_007_a_0068,HKG - Hong Kong,MOTHER,n,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,BackAndForth,"Str,Rep(2),Uni,Pivot,Dir:to(XB),Con",---,---
HKG_007_a_0069a,HKG - Hong Kong,KEEP QUIET,v,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,None,---,---,---
HKG_007_a_0069b,HKG - Hong Kong,KEEP QUIET,v,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,None,---,---,---
HKG_007_a_0069c,HKG - Hong Kong,KEEP QUIET,v,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,None,---,---,---
HKG_007_a_0070,HKG - Hong Kong,QUIET / SILENT,adj,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,Straight,"Str,Trace",---,---
HKG_007_a_0071,HKG - Hong Kong,THERMOMETER,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0072,HKG - Hong Kong,TASTE,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0073,HKG - Hong Kong,TASTELESS,adj,Bimorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0074,HKG - Hong Kong,GREEDY,adj,Monomorphemic,OneHanded,N,7,I:Fr,Mouth,Straight,"Str,Trace",---,---
HKG_007_a_0075a,HKG - Hong Kong,CORRUPTION,n,Bimorphemic,OneHanded,N,7,I:Fr,Mouth,Straight,"Str,Trace,BrushCon",1,---
HKG_007_a_0076,HKG - Hong Kong,YEAR ONE,n,Monomorphemic,OneHanded,N,7,I:Fr,Chin,Straight,"Str,Dir:fr(XB)",---,---
HKG_007_a_0077a,HKG - Hong Kong,RED,adj,Monomorphemic,OneHanded,N,7,I:Rad,Chin,Straight,"Str,Trace,BrushCon",---,---
HKG_007_a_0077b,HKG - Hong Kong,BLOOD,n,Monomorphemic,OneHanded,N,7,I:Rad,Chin,Straight,"Str,Trace,BrushCon",---,---
HKG_007_a_0078,HKG - Hong Kong,CARROT,n,Bimorphemic,OneHanded,N,7,I:Rad,Chin,Straight,"Str,Trace",---,---
HKG_007_a_0079,HKG - Hong Kong,PUBLIC HOLIDAY,n,Polymorphemic,OneHanded,N,7,I:Rad,Chin,Straight,"Str,Trace",---,---
HKG_007_a_0080,HKG - Hong Kong,TOMATO,n,Bimorphemic,OneHanded,N,7,I:Rad,Chin,Straight,"Str,Trace",---,---
HKG_007_a_0081,HKG - Hong Kong,RED PACKET,n,Bimorphemic,OneHanded,N,7,I:Rad,Chin,Straight,"Str,Trace",---,---
HKG_007_a_0082,HKG - Hong Kong,FAIL (A TEST),v,Monomorphemic,OneHanded,N,7,I:Fr,Chin,None,---,---,---
HKG_007_a_0083,HKG - Hong Kong,ONE DOLLAR,n,Monomorphemic,OneHanded,N,7,I:Tip,Chin:Und,Straight,"Str,Dir:fr(XB)",---,---
HKG_007_a_0084,HKG - Hong Kong,ONE DOLLAR COINS,n,Bimorphemic,OneHanded,N,7,I:Tip,Chin:Und,Straight,"Str,Dir:fr(XB)",---,---
HKG_007_a_0085,HKG - Hong Kong,COUGH,v,Monomorphemic,OneHanded,N,7,I:Tip,Neck,None,---,---,---
HKG_007_a_0086a,HKG - Hong Kong,HAVE TO,v,Monomorphemic,OneHanded,N,7,I:Tip,Clavicle,Straight,"Str,Dir:to(XB),Con",---,---
HKG_007_a_0087,HKG - Hong Kong,REQUEST,n,Bimorphemic,OneHanded,N,7,I:Tip,Clavicle,None,---,---,---
HKG_007_a_0088,HKG - Hong Kong,THROAT,n,Monomorphemic,OneHanded,N,7,I:Tip,Neck,Straight,"Str,Trace",---,---
HKG_007_a_0090,HKG - Hong Kong,CUT (ONE'S) NECK,v,Monomorphemic,OneHanded,N,7,I:Rad,Neck,Straight,"Str,Trace",---,---
HKG_007_a_0092,HKG - Hong Kong,HEALTHY,adj,Bimorphemic,OneHanded,N,7,I:Tip,Torso,Circular,"Cir,Clock,Trace",---,---
HKG_007_a_0093,HKG - Hong Kong,BAD HEALTH,adj,Bimorphemic,OneHanded,N,7,I:Tip,Torso,Circular,"Cir,Clock,Trace",---,---
HKG_007_a_0094,HKG - Hong Kong,WE,pron,Bimorphemic,OneHanded,N,7,I:Tip,Torso,None,---,---,---
HKG_007_a_0095,HKG - Hong Kong,SELF,pron,Monomorphemic,OneHanded,N,7,I:Rad,Torso,None,---,---,---
HKG_007_a_0096,HKG - Hong Kong,LOW SELF-ESTEEM,adj,Bimorphemic,OneHanded,N,7,I:Rad,Torso,None,---,---,---
HKG_007_a_0097,HKG - Hong Kong,COMMIT SUICIDE,v,Bimorphemic,OneHanded,N,7,I:Rad,Torso,None,---,---,---
HKG_007_a_0098,HKG - Hong Kong,STAND ON (ONE'S) FEET,v,Bimorphemic,OneHanded,N,7,I:Rad,Torso,None,---,---,---
HKG_007_a_0099,HKG - Hong Kong,ALONE,adj,Bimorphemic,OneHanded,N,7,I:Rad,Torso,Straight,"Str,Dir:to(XB),Con",---,---
HKG_007_a_0100,HKG - Hong Kong,STOMACH,n,Bimorphemic,OneHanded,N,7,I:Tip,Torso,None,---,---,---
HKG_007_a_0101a,HKG - Hong Kong,BACHELOR DEGREE,n,Monomorphemic,OneHanded,N,7,I:Fr,UpperArm,BackAndForth,"Str,Rep(2),Uni,Trace,BrushCon",1,---
HKG_007_a_0101b,HKG - Hong Kong,BACHELOR DEGREE,n,Monomorphemic,OneHanded,N,7,I:Fr,UpperArm,None,---,---,---
HKG_007_a_0102,HKG - Hong Kong,CUT (ONE'S) ARM,v,Monomorphemic,OneHanded,N,7,I:Uln,UpperArm,Straight,"Str,Trace",---,---
HKG_007_a_0161,HKG - Hong Kong,GO TO HEAVEN,v,Monomorphemic,OneHanded,N,7,Palm:He,---,Straight,"Str,Dir:fr(Y)",---,---
HKG_007_a_0162,HKG - Hong Kong,TAIWAN,n,Monomorphemic,OneHanded,N,7,I:Tip,Cheek,None,---,---,---
HKG_007_a_0163,HKG - Hong Kong,MATERNAL GRANDFATHER,n,Monomorphemic,OneHanded,N,7,I:Fr,Mouth,Straight,"Str,Trace,Con",---,---
HKG_007_a_0164,HKG - Hong Kong,MOTHER'S-DAY,n,Monomorphemic,OneHanded,N,7,I:Rad,Mouth,BackAndForth,"Str,Rep(2),Uni,Pivot,Dir:to(XB),Con",---,---
HKG_007_a_0165a,HKG - Hong Kong,WITNESS,n,Monomorphemic,OneHanded,N,7,I:Tip,Eye,None,---,---,---
HKG_007_a_0165b,HKG - Hong Kong,WITNESS,n,Monomorphemic,OneHanded,N,7,I:Tip,Eye,None,---,---,---
HKG_007_a_0166,HKG - Hong Kong,AMONG WHICH,adv,Monomorphemic,OneHanded,N,7,Palm,---,BackAndForth,"Str,Rep,Bi,Trace",---,---
HKG_007_a_0167,HKG - Hong Kong,MATURE,adj,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0168,HKG - Hong Kong,VOLUNTEER,v,Monomorphemic,OneHanded,N,7,Hand:Rad,Torso,None,---,---,---
HKG_007_a_0169,HKG - Hong Kong,SPAIN,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0170,HKG - Hong Kong,I,pron,Monomorphemic,OneHanded,N,7,I:Tip,Torso,None,---,---,---
HKG_007_a_0171,HKG - Hong Kong,WE,pron,Monomorphemic,OneHanded,N,7,I:Tip,Torso,None,---,---,---
HKG_007_a_0172,HKG - Hong Kong,EVERY WEEK,adv,Monomorphemic,OneHanded,N,7,Hand:Rad,Cheek,BackAndForth,"Str,Rep,Uni,Dir:fr(XB),Con",---,---
HKG_007_a_0173,HKG - Hong Kong,OTHER,adv,Monomorphemic,OneHanded,N,7,Hand:Bk,---,Straight,"Str,Trace",---,---
HKG_007_a_0174,HKG - Hong Kong,CLICK,v,Monomorphemic,OneHanded,N,7,I:Fr,---,Straight,"Str,Dir:to(Y)",9,---
HKG_007_a_0176,HKG - Hong Kong,EYEBROW,n,Monomorphemic,OneHanded,N,7,I:Fr,Forehead,Straight,"Str,Trace",---,---
HKG_007_a_0177,HKG - Hong Kong,RECALL IN A SUDDEN,v,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0178,HKG - Hong Kong,RED,adj,Monomorphemic,OneHanded,N,7,I:Fr,Chin,BackAndForth,"Str,Rep,Uni,Trace,Con",---,---
HKG_007_a_0179,HKG - Hong Kong,PINK,adj,Monomorphemic,OneHanded,N,7,I:Fr,Chin,Straight,"Str,Trace,Con",---,---
HKG_007_a_0180,HKG - Hong Kong,DETECTIVE,n,Monomorphemic,OneHanded,N,7,Hand:Rad,Torso,BackAndForth,"Str,Rep,Uni,Trace",---,---
HKG_007_a_0181,HKG - Hong Kong,SWEET,adj,Monomorphemic,OneHanded,N,7,I:Fr,Cheek,None,---,---,---
HKG_007_a_0182,HKG - Hong Kong,HAUNTED WITH BAD MEMORIES,adj,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_a_0183,HKG - Hong Kong,SOUR,adj,Monomorphemic,OneHanded,N,7,I:Tip,Cheek,None,---,---,---
HKG_007_a_0184,HKG - Hong Kong,CLASSROOM,n,Monomorphemic,OneHanded,N,7,Palm,---,Circular,"Cir,Clock,Rep",---,---
HKG_007_a_0185,HKG - Hong Kong,HUNCHBACKED,adj,Monomorphemic,OneHanded,N,7,I:Fr,---,None,---,9,---
HKG_007_a_0186,HKG - Hong Kong,DIABETES,n,Monomorphemic,OneHanded,N,7,I:Fr,Cheek,Straight,"Str,Trace,Con",---,---
HKG_007_a_0187a,HKG - Hong Kong,LEMON,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0187b,HKG - Hong Kong,LEMON,n,Monomorphemic,OneHanded,N,7,I:Tip,Mouth,None,---,---,---
HKG_007_a_0189c,HKG - Hong Kong,ENGLISH,n,Monomorphemic,OneHanded,N,7,I:Rad,Nose,Straight,"Str,Trace,BrushCon",9,---
HKG_007_a_0189d,HKG - Hong Kong,ENGLISH,n,Monomorphemic,OneHanded,N,7,I:Tip,Nose,Other,Rep(2),9,---
HKG_007_a_2001,HKG - Hong Kong,WHERE,que,Monomorphemic,OneHanded,N,7,I:Fr,---,,"Arc,Trace",---,---
HKG_007_b_0016b,HKG - Hong Kong,CANNOT ADAPT TO,adj,Monomorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_007_d_0053a,HKG - Hong Kong,EXCITING,adj,Bimorphemic,OneHanded,N,7,I:Tip,Forehead,None,---,---,---
HKG_008_a_0001,HKG - Hong Kong,MANY,adj,Monomorphemic,OneHanded,N,8,Hand:Bk,---,BackAndForth,"Str,Rep,Bi,Trace",---,---
HKG_008_a_0002,HKG - Hong Kong,FAR,adj,Monomorphemic,OneHanded,N,8,I:Tip,---,Straight,"Str,Dir:to(X)",---,---
HKG_008_a_0003,HKG - Hong Kong,LOVE (SOMEONE) SECRETLY,v:agr,Monomorphemic,OneHanded,N,8,I:Tip,---,Straight,"Str,Dir:to(X)",---,---
HKG_008_a_0004,HKG - Hong Kong,ADMIRE / ENVY,v:agr,Monomorphemic,OneHanded,N,8,I:Tip,---,None,---,---,---
HKG_008_a_0005a,HKG - Hong Kong,GUN,n,Monomorphemic,OneHanded,N,8,I:Tip,---,Other,"Uni,Dir:to(X)",---,---
HKG_008_a_0005b,HKG - Hong Kong,GUN,n,Monomorphemic,OneHanded,N,8,I:Tip,---,Other,"Uni,Dir:to(X)",---,---
HKG_008_a_0006,HKG - Hong Kong,PAINFUL / SORE,adj,Monomorphemic,OneHanded,N,8,Hand:Uln,---,Other,"Uni,Pivot",---,---
HKG_008_a_0007a,HKG - Hong Kong,DIRTY,adj,Monomorphemic,OneHanded,N,8,I:Tip,---,None,---,---,---
HKG_008_a_0007b,HKG - Hong Kong,OLD,adj,Monomorphemic,OneHanded,N,8,I:Tip,---,None,---,---,---
HKG_008_a_0009,HKG - Hong Kong,HOPE,v,Monomorphemic,OneHanded,N,8,I:Tip,Forehead,Straight,"Str,Dir:fr(XB)",4,---
HKG_008_a_0010,HKG - Hong Kong,KNOW WHAT TO DO,v,Monomorphemic,OneHanded,N,8,I:Tip,Forehead,None,---,4,---
HKG_008_a_0011,HKG - Hong Kong,ADAPT,v,Monomorphemic,OneHanded,N,8,I:Tip,Forehead,Curved,"Arc,Dir:fr(XB)",25,---
HKG_008_a_0012,HKG - Hong Kong,SMART,adj,Monomorphemic,OneHanded,N,8,I:Tip,Forehead,Straight,"Str,Dir:fr(XB),Hold",4,---
HKG_008_a_0013,HKG - Hong Kong,MATURE,adj,Monomorphemic,OneHanded,N,8,I:Tip,Forehead,Straight,"Str,Dir:fr(XB),Hold",---,---
HKG_008_a_0014,HKG - Hong Kong,SUDDENLY,adv,Monomorphemic,OneHanded,N,8,I:Tip,Eye,Straight,"Str,Dir:fr(XB),Hold",5,---
HKG_008_a_0015,HKG - Hong Kong,FAMOUS,adj,Monomorphemic,OneHanded,N,8,I:Tip,Ear,Straight,"Str,Dir:to(XB),Con",---,---
HKG_008_a_0016,HKG - Hong Kong,SOLEMN,adj,Monomorphemic,OneHanded,N,8,I:Tip,Cheek,Straight,"Str,Dir:fr(XB),Hold",---,---
HKG_008_a_0017,HKG - Hong Kong,PROHIBIT,v,Bimorphemic,OneHanded,N,8,I:Tip,Cheek,Straight,"Str,Dir:fr(XB),Hold",---,---
HKG_008_a_0019,HKG - Hong Kong,INSIST,v,Bimorphemic,OneHanded,N,8,I:Tip,Cheek,None,---,---,---
HKG_008_a_0020,HKG - Hong Kong,SOUR,adj,Monomorphemic,OneHanded,N,8,I:Tip,Mouth,None,---,---,---
HKG_008_a_0021,HKG - Hong Kong,DELICIOUS,adj,Monomorphemic,OneHanded,N,8,I:Tip,Mouth,Straight,"Str,Dir:fr(XB)",4,---
HKG_008_a_0021a,HKG - Hong Kong,DELICIOUS,adj,Monomorphemic,OneHanded,N,8,I:Tip,Mouth,Straight,"Str,Dir:fr(XB)",4,---
HKG_008_a_0021b,HKG - Hong Kong,SWEET,adj,Monomorphemic,OneHanded,N,8,I:Tip,Mouth,Straight,"Str,Dir:fr(XB)",4,---
HKG_008_a_0022a,HKG - Hong Kong,DISLIKE,v,Monomorphemic,OneHanded,N,8,"T,I:Fr",Chin,Other,"Uni,Pivot,Trace",---,---
HKG_008_a_0022b,HKG - Hong Kong,DISLIKE,v,Monomorphemic,OneHanded,N,8,"T,I:Fr",Chin,Other,"Uni,Pivot,Trace",---,---
HKG_008_a_0023a,HKG - Hong Kong,PEN,n,Monomorphemic,OneHanded,N,8,T:Tip,Chin:Und,Other,"Uni,Pivot",---,---
HKG_008_a_0023b,HKG - Hong Kong,PENCIL,n,Monomorphemic,OneHanded,N,8,T:Tip,Chin:Und,Other,"Uni,Pivot",---,---
HKG_008_a_0024,HKG - Hong Kong,BORING,adj,Monomorphemic,OneHanded,N,8,T:Tip,Torso,Straight,"Str,Trace",6,---
HKG_008_a_0024a,HKG - Hong Kong,BORING,adj,Monomorphemic,OneHanded,N,8,T:Bk,Torso,Straight,"Str,Trace",6,---
HKG_008_a_0024b,HKG - Hong Kong,BORING,adj,Monomorphemic,OneHanded,N,8,T:Bk,Torso,Straight,"Str,Trace",6,---
HKG_008_a_0024c,HKG - Hong Kong,BORING,adj,Monomorphemic,OneHanded,N,8,T:Tip,Torso,Straight,"Str,Trace",---,---
HKG_008_a_0024d,HKG - Hong Kong,BORING,adj,Monomorphemic,OneHanded,N,8,T:Tip,Torso,Straight,"Str,Trace",---,---
HKG_008_a_0025,HKG - Hong Kong,GOSH,---,Monomorphemic,OneHanded,N,8,T:Bk,Torso,Straight,"Str,Dir:to(XB),Con",6,---
HKG_008_a_0025a,HKG - Hong Kong,GOSH,interj,Monomorphemic,OneHanded,N,8,T:Bk,Torso,Straight,"Str,Dir:to(XB),Con",6,---
HKG_008_a_0026,HKG - Hong Kong,BE ON DUTY,adj,Monomorphemic,OneHanded,N,8,"T,I:Fr",UpperArm,BackAndForth,"Str,Rep(2),Uni,Trace",---,---
HKG_008_a_0044,HKG - Hong Kong,OCTOPUS,n,Monomorphemic,OneHanded,N,8,"T,I",---,None,---,---,---
HKG_008_a_0045,HKG - Hong Kong,STATIONERY,n,Monomorphemic,OneHanded,N,8,T:Fr,Chin:Und,Straight,"Str,Dir:fr(XB),BrushCon",---,---
HKG_008_a_0046,HKG - Hong Kong,ENVIABLE,adj,Monomorphemic,OneHanded,N,8,I:Fr,---,None,---,4,---
HKG_008_a_0047,HKG - Hong Kong,FIRM,adj,Monomorphemic,OneHanded,N,8,I:Tip,Cheek,None,---,---,---
HKG_008_a_0048,HKG - Hong Kong,OBEDIENT,adj,Monomorphemic,OneHanded,N,8,I:Tip,Ear,Other,Rep,4,---
HKG_008_a_0049,HKG - Hong Kong,RUSSIA,n,Monomorphemic,OneHanded,N,8,I:Tip,Nose,Other,Rep,4,---
HKG_008_a_0050,HKG - Hong Kong,NEW,adj,Monomorphemic,OneHanded,N,8,I:Tip,Nose,Curved,"Arc,Dir:fr(XB)",---,---
HKG_008_a_0051,HKG - Hong Kong,HEADACHE,n,Monomorphemic,OneHanded,N,8,I:Tip,Forehead,Straight,"Str,Dir:fr(XB)",---,---
HKG_008_a_0052a,HKG - Hong Kong,SERIOUS,adj,Monomorphemic,OneHanded,N,8,I:Tip,Eye,None,---,---,---
